"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",11,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200
"MALE","35-44","VOCATIONAL/GRAMMAR","SELF-EMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","DIVORCED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","DIVORCED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",500
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",4000
"FEMALE","60-64","POST-SECONDARY OR HIGHER","RETIRED","DIVORCED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",1150
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",7,"IT`S DIFFICULT TO TELL","YES","YES",1450
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",10,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1200
"MALE","25-34","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1043
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"FEMALE","45-59","SECONDARY","LONG-TERM SICK/DISABLED","WIDOWED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","SECONDARY","RETIRED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1682
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","DIVORCED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",8,"IT`S DIFFICULT TO TELL","YES","YES",650
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"FEMALE","25-34","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",2850
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",4000
"FEMALE","35-44","SECONDARY","FARMER","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",926
"MALE","25-34","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",8,"IT`S DIFFICULT TO TELL","YES","NO",920
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2300
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",4000
"MALE","65+","SECONDARY","RETIRED","MARRIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",500
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",3,"IT`S DIFFICULT TO TELL","YES","YES",NA
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",4200
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","YES",1400
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA
"FEMALE","25-34","SECONDARY","SELF-EMPLOYED","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2500
"FEMALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",600
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1400
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",6,"IT`S DIFFICULT TO TELL","YES","YES",1200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2990
"MALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","DIVORCED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",600
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","65+","SECONDARY","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2300
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","YES",1200
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","MARRIED",0,NA,"YES","NO",4500
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3200
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","YES",1650
"FEMALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",800
"MALE","60-64","SECONDARY","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1420
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","35-44","POST-SECONDARY OR HIGHER","SELF-EMPLOYED","MARRIED",0,NA,"YES","NO",300
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",12,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000
"MALE","65+","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"MALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1700
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"MALE","35-44","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1300
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","DIVORCED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",700
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",NA
"MALE","65+","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2500
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",7,"IT`S DIFFICULT TO TELL","YES","YES",800
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3700
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",13,"MOST PEOPLE CAN BE TRUSTED","YES","NO",900
"MALE","65+","SECONDARY","RETIRED","MARRIED",15,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1775
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",1,NA,"NO","NO",640
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",4000
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200
"FEMALE","45-59","PRIMARY/NO EDUCATION","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",620
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",11,"IT`S DIFFICULT TO TELL","NO","NO",NA
"MALE","45-59","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","NO","NO",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1500
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",800
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","SINGLE",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",2000
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","NO",2500
"FEMALE","16-24","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","25-34","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO",NA
"FEMALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400
"FEMALE","65+","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",10,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","35-44","SECONDARY","UNEMPLOYED","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2700
"MALE","65+","SECONDARY","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES",1000
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",13,"MOST PEOPLE CAN BE TRUSTED","NO","NO OPINION",1200
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",800
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","NO",720
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",1900
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",3500
"FEMALE","25-34","SECONDARY","UNEMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","60-64","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",4,NA,"YES","YES",5000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2500
"MALE","65+","SECONDARY","RETIRED","MARRIED",5,"IT`S DIFFICULT TO TELL","YES","YES",2000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",1900
"MALE","60-64","SECONDARY","OTHER ECONOMICALLY INACTIVE","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1000
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",3600
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",856
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","NO","YES",4000
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",3200
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","DIVORCED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",700
"FEMALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",2000
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO",2000
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"IT`S DIFFICULT TO TELL","YES","YES",2000
"FEMALE","60-64","SECONDARY","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",960
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1100
"MALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",2200
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1800
"FEMALE","16-24","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",800
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",3000
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"IT`S DIFFICULT TO TELL","YES","YES",800
"MALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","SINGLE",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","35-44","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",3000
"FEMALE","65+","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",8,"MOST PEOPLE CAN BE TRUSTED","NO","NO OPINION",5000
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1600
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",14,"IT`S DIFFICULT TO TELL","YES","NO OPINION",2000
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","16-24","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",470
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2700
"MALE","45-59","SECONDARY","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","NO","NO",1000
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"MALE","35-44","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",590
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",3,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1800
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1400
"FEMALE","45-59","POST-SECONDARY OR HIGHER","UNEMPLOYED","DIVORCED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",700
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES",NA,1200
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","WIDOWED",19,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
